,appropriate_for,director,downloads,industry,posted_date,release_date,run_time,storyline,title,views,writer,is_good
19955,Not Rated,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",49347.0,Bollywood / Indian,"21 Mar, 2008",Mar 21 2008,149.0,"Ranvir and Rajiv are half brothers who own a huge stud farm in South Africa. Ranvir is a very shrewd and aggressive man while Rajiv is laid back, and a chronic alcoholic. Sophia, Ranvir's personal secretary adores and loves him. Ranvir is unaware of her feelings. Shaina, an Indian ramp model in Durban loves Ranvir but through a twist of fate gets married to his younger brother Rajiv. When she discovers that Rajiv is a chronic alcoholic, her world is shattered. Ranvir too is disturbed as he has sacrificed his love for his younger brother because Rajiv had promised to leave alcohol for good if he marries Shaina. In a weak moment Ranvir and Shaina come very close to each other. When Rajiv starts suspecting, all hell breaks loose. A murder is committed, a contract killing is issued. A sharp tongued detective R.D., getting wise on the proceedings, starts an intriguing investigation with his brainless bimbo assistant Mini.",Race,107250.0,"Shiraz Ahmed, Jitendra Parmar, Anurag Prapanna",0
5347,Not Rated,Brandon Christensen,1341.0,Hollywood / English,"06 May, 2020",Jun 01 2019,83.0,A family find themselves terrorized by their eight-year-old son's imaginary friend.,Z,13028.0,"Brandon Christensen, Colin Minihan",0
5555,R,Jonathan Jakubowicz,1822.0,Hollywood / English,"28 Mar, 2020",Mar 27 2020,120.0,"The story of a group of Jewish Boy Scouts who worked with the French 
Resistance to save the lives of ten thousand orphans during World War 
II.",Resistance,19102.0,Jonathan Jakubowicz,0
12781,Not Rated,Marco van Belle,3759.0,Hollywood / English,"17 Sep, 2015",Apr 11 2015,100.0,A young Celtic warrior and a hermit wizard must unite to defeat an evil druid.,Arthur & Merlin,18165.0,"Marco van Belle, Kat Wood, Paul Osborne",0
9796,R,Tony Giglio,7314.0,Hollywood / English,"22 Jul, 2017",Aug 01 2017,89.0,A SWAT compound comes under fire from an international terrorist who relentlessly and violently pursues a mystery man who was apprehended by Seattle SWAT after a raid went horribly wrong.,S.W.A.T.: Under Siege,34387.0,"Jonas Barnes, Keith Domingue, Robert Hamner",0
18347,PG-13,Roland Joffé,2613.0,Hollywood / English,"05 Aug, 2011",Aug 04 2011,122.0,"A young journalist long ago rejected by his now aged and dying father finds himself investigating one of his father's former friends, a candidate for canonization. Uncovering the two men's complicated relationship from childhood through the horrors of the Spanish Civil War unveils a compelling drama filled with passion, betrayal, love and religion. An action packed story set during a murderous time in history that ultimately serves the present by revealing the importance and timeless power of forgiveness.",There Be Dragons,12567.0,Roland Joffé,0
9008,Not Rated,M. Rajesh,19803.0,Tollywood,"02 Mar, 2018",Nov 02 2013,160.0,"The film is centered around Azhaguraja (Karthi), his friend and adviser Kalyanam(Santhanam) who runs a little known TV channel. He falls head over heels for at first sight with Devi Priya (Kajal Aggarwal) daughter of a rich businessman and the rest of the story is how he wins her in the end.",All In All Azhagu Raja (Hero No Zero 2),87855.0,"Rishabh Purohit, M. Rajesh",0
4593,R,Julie Taymor,338.0,Hollywood / English,"02 Oct, 2020",Sep 30 2020,147.0,"The story of feminist icon Gloria Steinem's itinerant childhood's influence on her life as a writer, activist and organizer for women's rights worldwide.",The Glorias,4214.0,"Julie Taymor, Sarah Ruhl, Gloria Steinem",0
13228,R,John McTiernan,9880.0,Hollywood / English,"28 May, 2015",Aug 06 1999,113.0,"Self-made billionaire Thomas Crown is bored of being able to buy everything he desires. Being irresistible to women, he also does not feel any challenge in that area. But there are a few things even he can't get, therefore Thomas Crown has a seldom hobby: He steals priceless masterpieces of Art. After the theft of a famous painting from Claude Monet, the only person suspecting Thomas Crown is Catherine Banning. Her job is to get the picture back, no matter how she accomplishes her mission. Unfortunately, Catherine gets involved too deeply with Thomas to keep a professional distance to the case. Fortunately, Thomas seems to fall for her, too.",The Thomas Crown Affair,31882.0,"Alan Trustman, Leslie Dixon, Kurt Wimmer",0
8946,Not Rated,Whitney Cummings,1128.0,Hollywood / English,"15 Mar, 2018",Feb 09 2018,98.0,"What makes a woman swipe right for Mr. Wrong? Sofía Vergara and Whitney Cummings star in this fresh, witty look at the science behind our romantic missteps.",The Female Brain,12167.0,"Neal Brennan, Whitney Cummings, Louann Brizendine",0
20131,Not Rated,Sanjay Gupta,28336.0,Bollywood / Indian,"09 Dec, 2004",Dec 09 2004,151.0,"Lucky (Anil Kapoor) had had enough of change. From orphanages to juvenile delinquent homes! From odd jobs to petty crimes! From home addresses to jail addresses! He wanted his innocence back. A plot of land in Bangalore; a family... a dog; a new beginning. One last con-job, girlfriend in tow, sunset in background, and he would be well on his way. Twenty-four hours later, he's been betrayed by his girlfriend, hunted by a drug lord, orphaned by the death of his three partners and sent to Goa to do a drug deal to buy his life back.",Musafir,44307.0,"Sanjay Gupta, Sameer Malhotra, Milap Zaveri",0
1289,Not Rated,Midhun Manuel Thomas,6880.0,Tollywood,"28 Jul, 2022",Jan 10 2020,144.0,"The
 police are on the trail of a serial killer, but with the victims being 
fellow officers, will they be able to catch the killer and solve the 
case in time?",Anjaam Pathiraa (Midnight Murders),27512.0,"Midhun Manuel Thomas, Rajendra Sapre",1
13421,R,Ernie Barbarash,37453.0,Hollywood / English,"08 Sep, 2014",Sep 05 2014,103.0,"FAVELA, the first installment in the CODENAME: FALCON franchise, introduces former marine John ""Falcon"" Chapman, a dark anti-hero driven by guilt and suffering from post-traumatic stress disorder, who will destroy himself unless given something else to destroy - a useful weapon-of-last-resort for the U.S. State Department. When Chapman's sister is brutally attacked while on assignment in Brazil, Chapman flies into Sao Paulo to track down her assailants, quickly entering the city's seedy underbelly and discovering a world of drugs, the sex trade, corrupt cops, and organized crime syndicates battling for control.",Falcon Rising,108407.0,Y.T. Parazi,0
16638,R,Brett Ratner,9460.0,Hollywood / English,"02 May, 2013",May 01 2013,124.0,"FBI Agent Will Graham has been called out of early retirement to catch a serial killer, known by authorities as ""The Tooth Fairy"". He asks for the help of his arch-nemesis, Dr. Hannibal ""The Cannibal"" Lecter, so that he can be able to catch ""The Tooth Fairy"" and bring him to justice. The only problem is that ""The Tooth Fairy"" is getting inside information about Graham and his family from none other than Dr. Lecter.",Red Dragon,32098.0,"Thomas Harris, Ted Tally",1
6276,R,Craig Brewer,4038.0,Hollywood / English,"26 Oct, 2019",Oct 25 2019,118.0,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",Dolemite Is My Name,21103.0,"Scott Alexander, Larry Karaszewski",1
11881,R,Michael Tiddes,17443.0,Hollywood / English,"08 Feb, 2016",Jan 29 2016,92.0,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,Fifty Shades of Black,87470.0,"Marlon Wayans, Rick Alvarez",0
1772,R,Sally Potter,1678.0,Hollywood / English,"13 Apr, 2020",Mar 13 2020,85.0,"A day in the life of Leo and his daughter, Molly, as he floats through alternate lives he could have lived, leading Molly to wrestle with her own path as she considers her future.

Sally Potter's THE ROADS NOT TAKEN follows a day in the life of Leo (Javier Bardem) and his daughter, Molly (Elle Fanning) as she grapples with the challenges of her father's chaotic mind. As they weave their way through New York City, Leo's journey takes on a hallucinatory quality as he floats through alternate lives he could have lived, leading Molly to wrestle with her own path as she considers her future.",The Roads Not Taken,17557.0,Sally Potter,0
18556,R,Mitch Glazer,15304.0,Hollywood / English,"20 May, 2011",May 19 2011,94.0,"In Reno, the former successful trumpet player Nate Poole has a one night stand with the wife of the powerful and ruthless mobster Happy Shannon and one of his gangsters abducts Nate to kill him in the desert. Out of the blue, Nate is saved by Indians and he walks through the desert until he reaches a side show owned by Sam Adamo. Nate asks if Sam has a telephone to make a phone call to his friend Harriet, but he sees a beautiful woman with wings called Lily Luster and he asks a drink to her. Then he invites Lily to move with him to Reno. However Sam kidnaps Nate to kill him with a snake, but Lily rescues Nate with a truck and they head to Reno. Nate plots a scheme to raise some money, offering Lily to Happy. Along their journey back to Reno, Nate falls in love with her and he decides to call off the agreement with Happy. But the criminal finds Nate's hideout and abducts Lily and keeps the angel with him. Neverthless Nate is decided to rescue Lily from Hàppy's fortress.",Passion Play,38443.0,Mitch Glazer,0
14036,Not Rated,Allison Burnett,14868.0,Hollywood / English,"20 Dec, 2014",Apr 19 2014,100.0,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",Ask Me Anything,60980.0,Allison Burnett,0
3600,R,Neil Jordan,283.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3129.0,"William Monahan, John Banville, Raymond Chandler",0
1728,Not Rated,Ben Jagger,6933.0,Hollywood / English,"16 Apr, 2022",Apr 15 2022,104.0,"Two best friends and roommates are terrified by the vengeful spirits dwelling in their apartment. Based on the novel published by Kobunsha and written by Nanami Kamon.

After lifelong friends Kim and Izzy move into Room 203, a quirky apartment with a creepy medieval stained glass window, Kim slowly becomes convinced that their new home may be haunted. With help from her new boyfriend Ian, Kim investigates the tortured history of the apartment, discovering a string of disappearances of former residents, a murder mystery from half a century ago, and an ancient curse that threatens to possess Izzy and kill Kim.",Room 203,39450.0,"Ben Jagger, Nanami Kamon, John Poliquin",0
11285,Not Rated,Claire Carré,1327.0,Hollywood / English,"11 Aug, 2016",Sep 18 2015,85.0,"After a global neurological epidemic, those who remain search for meaning and connection in a world without memory.",Embers,10076.0,"Charles Spano, Claire Carré",0
18962,R,Chris Shadley,9568.0,Hollywood / English,"06 Dec, 2010",Jan 01 1970,98.0,Communication is the key to the survival for nine strangers who have been kidnapped by a masked gunman and told that one of them will die every ten minutes until they discover how they are all connected. Who of the nine lives and who dies?,Nine Dead,21581.0,Patrick Wehe Mahoney,0
18125,R,Evan Glodell,2810.0,Hollywood / English,"01 Nov, 2011",Oct 31 2011,100.0,"Bellflower follows two friends as they venture out into the world to begin their adult lives. Literally all their free time is spent building flame-throwers and weapons of mass destruction in hopes that a global apocalypse will occur and clear the runway for their imaginary gang ""Mother Medusa"". While waiting for the world to end, their call to excitement comes unexpectedly when one of them meets a charismatic young woman and falls hard in love. Quickly integrated into a new group of friends, they set off on a journey of betrayal, love, hate, infidelity and extreme violence  devastating and fiery than any of their apocalyptic fantasies. Often life's simplest and most obvious truths are the hardest to see, but once you've burned everything to the ground it may be the only thing left standing.",Bellflower,8889.0,Evan Glodell,0
16925,PG-13,Daniel Hsia,2626.0,Hollywood / English,"28 Feb, 2013",Feb 27 2013,100.0,"When ambitious New York attorney Sam is sent to Shanghai on assignment, he immediately stumbles into a legal mess that could end his career. With the help of a beautiful relocation specialist, a well-connected old-timer, a clever journalist, and a street-smart legal assistant, Sam might just save his job, find romance, and learn to appreciate the beauty and wonders of Shanghai.",Shanghai Calling,9296.0,Daniel Hsia,0
13077,Not Rated,Lex Lybrand,4659.0,Hollywood / English,"08 Jul, 2015",Apr 04 2014,93.0,"After several years of sexual dysfunction, Ada and her boyfriend, Calvin travel to her hometown in rural Oklahoma in hopes of piecing together her fragmented childhood memories. They find their answers, but can they find their way back home?",Meet Me There,35433.0,"Brandon Stroud, Destiny D Talley",0
